,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
8,8,151.80469755583215,336.1059975248908,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.0,1.0,1.0,0.7521183316494496,0.038203762115697794,1.0603197675019553
