,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
35,35,182.41297982850452,402.73866247243996,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.2424991766739318,1.0,0.0747485244667524,0.00024455650382176924,32.49777354135157,0.41836415765954316,9.26610669114211
