,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
31,31,247.18708995133713,532.2868827181052,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.03618056740841888,0.6999149635092717,0.4942871045264008,0.9909923908534795,18.764924725507015,0.7922607295587214,0.0
