,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
11,11,155.88576841788267,349.68423965119626,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.2838465074950375,1.0,0.13422816476917063,6.449466717675901e-05,42.058032225349564,0.011854037829855488,9.245370257514233
