,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
10,10,162.22025276451308,362.3532083444571,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.053048183237427896,1.0,0.11467966767096652,0.0019797936818803,19.929256818803726,0.14142926353759416,8.75709316142472
