,subject,nll,bic,model,w_p,lam,beta
32,32,186.14143117180282,388.5311635502189,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.31881670623075864,0.6773921910148867,3.936787281419615
