,subject,nll,bic,model,w_p,lam,beta
20,20,114.21807035736057,244.6844419213344,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.806853274335716,0.7822694847853414,10.0
