,subject,nll,bic,model,w_p,lam,beta
30,30,141.17560218962564,298.5995055858645,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.7705301558082305,0.7610885552675074,8.981720313299734
