,subject,nll,bic,model,w_p,lam,beta
37,37,206.34502268967083,428.9383465859549,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.6255487059842498,0.20701293532707127,10.0
