,subject,nll,bic,model,w_p,lam,beta
2,2,135.81958135973946,287.88746392609215,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.8886724379181886,0.6144538437491227,10.0
