,subject,nll,bic,model,w_p,lam,beta
13,13,187.82937296038685,391.90704712738693,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-none,0.5615473951045317,0.6018066746260793,10.0
