,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
39,39,136.97942384835417,306.4554501099349,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.005928774238363234,0.9538453671420888,0.7502094112676266,2.0502610201312903e-06,2.0063216622368047,2.6343068881224982
