,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
12,12,131.5966264629725,295.6898553391715,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.8085850086707167,1.0,0.9596961968131359,6.7866248501868975e-06,32.51436408156495,4.3068465154901
