,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
7,7,140.07015952018975,312.636921453606,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.38019325791884445,0.9653327451753816,0.9201374668983286,1.2981133092105421e-05,11.380724439606775,1.4236525847733266
