,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
14,14,150.56434609440322,333.62529460203297,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.5846662341534535,0.9973754478657546,0.5836170235578005,7.649429048277916e-05,39.79710929512802,2.1757413084388015
