,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
31,31,44.57735974537661,121.65132190397975,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.9999730536996889,0.9996692857821242,0.002004981692580226,9.866800816094691e-06,7.570728494613321,5.605491545112199
