,subject,nll,bic,model,w_p,lam,beta
35,35,201.58378399061624,419.4158691878457,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.8039372595155725,0.8792876710951033,4.0807261029388755
