,subject,nll,bic,model,w_p,lam,beta
38,38,202.60950101800842,421.46730324263007,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.49240891419755944,0.8253592030500887,10.0
