,subject,nll,bic,model,w_p,lam,beta
13,13,202.99167231537098,422.2316458373552,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.5656859926265998,0.8928419565153167,6.267411702130062
