,subject,nll,bic,model,w_p,lam,beta
2,2,147.45079760981915,311.14989642625153,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.8831626260455184,0.8419936635249479,10.0
