,subject,nll,bic,model,w_p,lam,beta
18,18,145.83171134548763,307.9117238975885,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.6866621950809894,0.9022908569547522,10.0
