,subject,nll,bic,model,w_p,lam,beta
24,24,163.23578219130076,342.71986558921475,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-none,0.80340451623642,0.841129676205889,10.0
