,subject,nll,bic,model,alpha,gamma,eta,phi,beta
14,14,224.9775132844385,477.03552857989905,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.4717232727759379,0.44798767384349736,0.15507336990473827,0.0,0.7734944043803627
