,subject,nll,bic,model,alpha,gamma,eta,phi,beta
4,4,217.80912163285427,462.6987452767306,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.4461798003762986,1.0,1.0,0.0,0.08079475495473132
