,subject,nll,bic,model,alpha,gamma,eta,phi,beta
23,23,166.9689387715315,361.0183795540851,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,1.1479707386032356,1.0,0.004831666103353625,0.0,10.0
