,subject,nll,bic,model,alpha,gamma,eta,phi,beta
11,11,180.02498582485995,387.130473660742,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.30838766930244776,1.0,0.01188735614726406,0.0,3.155615523986649
