,subject,nll,bic,model,alpha,gamma,eta,phi,beta
24,24,157.41633140852878,341.91316482807963,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-free,0.2867434177935818,1.0,0.35557952859824005,0.0,1.1083180350413067
