,subject,nll,bic,model,alpha,gamma,theta,lam,beta
19,19,133.29277668012912,293.6660553712803,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.6497174401037461,0.6268990974124409,1.0,0.8731740957050482,0.23296459912299886
