,subject,nll,bic,model,alpha,gamma,theta,lam,beta
7,7,125.24008722681809,277.5606764646583,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.7670294090447556,0.6609554840221318,1.0,0.9709118783135822,0.1838456689331491
