,subject,nll,bic,model,alpha,gamma,theta,lam,beta
30,30,105.47142615965862,238.02335433033934,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.31416187758849584,1.0,1.0,0.9890905481012842,0.7933060532683577
