,subject,nll,bic,model,alpha,gamma,theta,lam,beta
24,24,86.89846713676451,200.87743628455112,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.25853708788972574,1.0,1.0,0.962539673630895,1.1151433178479349
