,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
12,12,115.15127912044474,262.799160654116,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.8129217618459273,0.7963762012603127,0.8388478926133297,3.7977169438424424e-05,14.60141720106625,9.974921392966285
