,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
17,17,122.88835631703472,278.27331504729597,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.6504704841878944,0.6524228782926201,0.8238618569177996,5.3205901913686305e-06,4.089187267511971,5.712497060786867
