,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
22,22,136.3394025505471,305.17540751432074,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.8659155575704807,0.7226991716221104,0.41354159142093716,0.0006902566371916597,46.06492862013636,9.75720324069316
