,subject,nll,bic,model,w_p,theta,lam,phi,wd,beta
3,3,192.14825238238092,416.79310717798836,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.7553253195664169,0.9686951767783047,0.07902828252819173,1.0,1.0,1.3567229450956155
