,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
13,13,89.39486546577533,211.28633334477718,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.7021424809084853,1.0,1.0,0.8752004399359755,0.005698927351402957,0.15264281132674726
