,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,0.562,0.023,0.518,0.608,0.001,0.001,792.0,792.0,789.0,1005.0,1.0,1.0
sd,0.125,0.021,0.08,0.167,0.001,0.001,410.0,410.0,473.0,277.0,1.01,
nu_minus_one,31.663,31.084,0.005,92.229,0.992,0.702,982.0,982.0,441.0,400.0,1.01,
difference,0.062,0.023,0.018,0.108,0.001,0.001,792.0,792.0,789.0,1005.0,1.0,0.998
d,0.497,0.177,0.138,0.821,0.004,0.003,1649.0,1649.0,1631.0,1366.0,1.0,0.998
