,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,0.531,0.023,0.486,0.574,0.001,0.0,1766.0,1766.0,1758.0,1419.0,1.0,1.0
sd,0.137,0.021,0.099,0.18,0.001,0.0,881.0,881.0,887.0,799.0,1.0,
nu_minus_one,30.431,30.307,0.27,90.371,0.792,0.56,1463.0,1463.0,995.0,778.0,1.0,
difference,0.031,0.023,-0.014,0.074,0.001,0.0,1766.0,1676.0,1758.0,1419.0,1.0,0.9115
d,0.233,0.18,-0.109,0.591,0.005,0.004,1410.0,1202.0,1430.0,1373.0,1.0,0.9115
