,subject,nll,bic,model,w_p,theta,lam,phi,beta
27,27,121.61150772275741,270.3035174565369,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.8208573479671178,0.6975628456602332,0.808463327685947,0.010832712491378163,7.114184169911631
