,subject,nll,bic,model,w_p,theta,lam,phi,beta
30,30,125.59110722004027,278.2627164511026,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.7735524807052724,0.8865958982057897,0.8784620977276099,0.0,5.405452153015943
