,subject,nll,bic,model,w_p,theta,lam,phi,beta
41,41,149.20951139345868,325.49952479793944,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.5124285940301715,0.1379955392974158,0.6783043728628073,0.0,2.419559283573734
