,subject,nll,bic,model,w_p,eta,lam,phi,beta
20,20,106.23933946485668,239.55918094073547,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.797913990960772,1.0,0.7177624011017623,0.18729080997144795,10.0
