,subject,nll,bic,model,w_p,eta,lam,phi,beta
12,12,166.3047738616279,359.69004973427786,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.7837996023517428,1.0,0.6276239676237033,0.17049074284521573,8.587433695169576
