,subject,nll,bic,model,w_p,eta,lam,phi,beta
42,42,238.96550631037107,505.0115146317642,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.5063455765194999,1.0,0.696375337974451,0.0,1.6639097937315788
