,subject,nll,bic,model,w_p,phi,beta
20,20,129.869366276672,275.9870337599572,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.8063232726324852,0.0,2.982295770321063
