,subject,nll,bic,model,w_p,phi,beta
23,23,185.2786096211638,386.80552044894085,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.4301405094382172,0.0,1.1150499782674919
