,subject,nll,bic,model,w_p,phi,beta
37,37,214.91810831888003,446.0845178443733,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.6371929022771018,0.0,0.5581305545890419
