,subject,nll,bic,model,w_p,phi,beta
30,30,151.13651250868566,318.52132622398454,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.768293385072475,0.0,1.8924990313071992
