,subject,nll,bic,model,w_p,phi,beta
42,42,242.18996086206738,500.628222930748,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.49910065297908235,0.0,0.1696928657150254
