,subject,nll,bic,model,w_p,phi,beta
21,21,200.74907670296489,417.746454612543,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-free,0.5389901451016689,0.0,0.37315491245618526
