,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
4,4,198.52599869855146,440.3808006147383,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.41612949377841707,1.0,1.0,0.4746803486630595,6.879893385920582e-06,47.687387023463955,0.14442745496512585,0.09249173265420223
