,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
38,38,151.65544589275243,346.6396950031402,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7549375178057235,0.7208361553786835,0.49986693039711483,0.6445118755549558,5.6417139343653294e-05,49.42249964491567,0.26201391726378526,0.22846597087895282
