,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
16,16,144.99386272002525,333.31652865768586,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7079348049659001,0.6848354396503118,0.22881403980185563,0.886979535084527,2.2695525607037883e-05,48.23607021024773,0.6505884746435098,0.45390340738456786
