,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
43,43,171.40511734482186,386.1390379072791,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,1.0072619836941556,1.0,0.024630080689677935,0.4479986286142169,9.030114703111492e-06,42.09647133402009,0.42787064834794214,2.443103753543429
