,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
11,11,137.17813220313695,317.6850676239093,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.2947321433719244,1.0,0.40500039748863387,0.5782557243355874,8.0951524603029e-05,46.39973325051912,0.11055597896136453,0.7385563058316619
