,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
39,39,229.98922976679745,503.30726275123027,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.9575339726107662,0.7172910599264635,4.347975868038171e-05,0.9556139532343123,0.9446712867557933,32.982787626635854,0.4627954074007569,0.0010448069723674907
