,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
27,27,137.74372028977902,318.8162437971934,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.2492630710408148,1.0,0.9864183896175255,0.7165551581445674,6.17448806005495e-05,47.64346322909774,0.24490263792062028,0.7515860707978571
