,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
17,17,126.30013451649535,290.5129718484216,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.36026791730898994,0.5969099426888109,0.5015447018822855,1.0,0.6056279210747723,0.16715224049127236,1.4399430702637726
