,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
8,8,135.83391657198817,309.58053595940726,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-free,0.15446509299919303,1.0,0.03188481730784481,1.0,0.983431076367617,0.0,3.119172469325743
