,subject,nll,bic,model,w_p,theta,phi,beta
37,37,182.0161466123369,385.6966948334915,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.6320659353445801,0.5478975729265341,0.0,0.664154281355398
