,subject,nll,bic,model,w_p,theta,phi,beta
14,14,206.51430237562647,434.6930063600706,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.586142663885407,0.5269440393706168,0.0,0.6271216032425645
