,subject,nll,bic,model,w_p,theta,phi,beta
11,11,150.24274270318514,322.14988701518797,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.7726161122153492,0.5308940578144639,0.0,1.698823584172512
