,subject,nll,bic,model,w_p,theta,phi,beta
6,6,177.9311294903102,377.5266605894381,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.500687438375795,0.8066647890272748,0.0,0.6835304309279828
