,subject,nll,bic,model,w_p,theta,phi,beta
30,30,136.4961046621132,294.6566109330441,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-free,0.7695308903843793,0.8651874366306966,0.0,2.1888740693522037
